id,etag,title,authors,publishedDate,description,pageCount,printType,maturityRating,imageLinks,language,previewLink,textSnippet,ISBN_10,ISBN_13,genre
OkW7AQAACAAJ,nbYgZxF7Axc,Fantastic Beasts and Where to Find Them: The Illustrated Edition,"J. K. Rowling, Newt Scamander",2017-11-07,"An essential companion to the Harry Potter novels, now fully illustrated! Fantastic Beasts and Where to Find Them, Newt Scamander's classic compendium of magical creatures, has delighted generations of wizarding readers. With this beautiful, large-scale new edition illustrated in full color, Muggles too will have the chance to discover where the Runespoor lives, what the Puffskein eats, and why shiny objects should always be kept away from the Niffler. Proceeds from the sale of this book will go to Comic Relief and J.K. Rowling's international charity, Lumos, which will do magic beyond the powers of any wizard. If you feel that this is insufficient reason to part with your money, one can only hope that passing wizards feel more charitable if they see you being attacked by a Manticore.",160.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=OkW7AQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=OkW7AQAACAAJ&dq=harry+potter&hl=&cd=1&source=gbs_api,"Offers alphabetically arranged entries detailing the characteristics of such mythical beasts as hippogriffs, blast-ended skrewts, dragons, and unicorns.",1338216791,9781338216790.0,Fantasy
kLAoswEACAAJ,nDhjsiZd8oA,Harry Potter and the Cursed Child,"J. K. Rowling, Jack Thorne, John Tiffany",2017,"As an overworked employee of the Ministry of Magic, a husband, and a father, Harry Potter struggles with a past that refuses to stay where it belongs while his youngest son, Albus, finds the weight of the family legacy difficult to bear.",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=kLAoswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=kLAoswEACAAJ&dq=harry+potter&hl=&cd=2&source=gbs_api,"As an overworked employee of the Ministry of Magic, a husband, and a father, Harry Potter struggles with a past that refuses to stay where it belongs while his youngest son, Albus, finds the weight of the family legacy difficult to bear.",0751565369,9780751565362.0,Fantasy
wrOQLV6xB-wC,ME2zn/m5cF0,Harry Potter and the Sorcerer's Stone,J.K. Rowling,2015-12-08,"Turning the envelope over, his hand trembling, Harry saw a purple wax seal bearing a coat of arms; a lion, an eagle, a badger and a snake surrounding a large letter 'H'. Harry Potter has never even heard of Hogwarts when the letters start dropping on the doormat at number four, Privet Drive. Addressed in green ink on yellowish parchment with a purple seal, they are swiftly confiscated by his grisly aunt and uncle. Then, on Harry's eleventh birthday, a great beetle-eyed giant of a man called Rubeus Hagrid bursts in with some astonishing news: Harry Potter is a wizard, and he has a place at Hogwarts School of Witchcraft and Wizardry. An incredible adventure is about to begin! Having become classics of our time, the Harry Potter eBooks never fail to bring comfort and escapism. With their message of hope, belonging and the enduring power of truth and love, the story of the Boy Who Lived continues to delight generations of new readers.",311.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=wrOQLV6xB-wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=wrOQLV6xB-wC&dq=harry+potter&hl=&cd=3&source=gbs_api,"With their message of hope, belonging and the enduring power of truth and love, the story of the Boy Who Lived continues to delight generations of new readers.",1781100489,9781781100486.0,Fantasy
JGQBcu5O_ZcC,5PwvUsDXNX4,Friends and Foes of Harry Potter,"Nikita Agarwal, Chitra Agarwal",2005,"There is no doubt that Harry Potter reigns over the children's literature market. J.K.Rowling's inimitable cast of Harry Potter adventures has ignited the imaginations of children and grown-ups alike all over the world. But how much do you really know about J.K. Rowling's inimitable characters? Did you know that the Harry Potter characters hold secrets behind their names? Hermione, Snape, Crabbe, even Hogwarts School - all have histories waiting to be discovered.Now, two young fans of the Harry Potter series present a companion book for other readers who can't get enough of Harry and his friends and foes. This book, Friends and Foes of Harry Potter: Names Decoded, reveals the secrets behind the names of the mysterious characters, houses, and pets. Written by young fans, for all fans, this book also offers journaling space, trivia quizzes, and exquisite illustrations.This book is a perfect gift for children and adults whose inquisitive natures match those of their favorite heroes, Harry, Hermione, and Ron. Fans can quiz each other and use the glossary to look up unfamiliar terms that are unique to the Harry Potter series. What is the meaning behind Harry Potter's name? Or the uncanny resemblance of Voldemort to the Roman god of Time? You'll have to read Friends and Foes of Harry Potter to find out!",162.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=JGQBcu5O_ZcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=JGQBcu5O_ZcC&printsec=frontcover&dq=harry+potter&hl=&cd=4&source=gbs_api,"This book, Friends and Foes of Harry Potter: Names Decoded, reveals the secrets behind the names of the mysterious characters, houses, and pets.",159800221X,9781598002218.0,Fantasy
Aaug_RnI-xQC,hWMaAelKJR8,The Irresistible Rise of Harry Potter,Andrew Blake,2002-12-17,"Blake's examination of the Potter phenomenon raises serious questions about the condition of the publishing industry, filmmaking, and the ways in which the Potter consumer campaign has changed ideas about literature and reading.",140.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=Aaug_RnI-xQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=Aaug_RnI-xQC&printsec=frontcover&dq=harry+potter&hl=&cd=5&source=gbs_api,"Blake&#39;s examination of the Potter phenomenon raises serious questions about the condition of the publishing industry, filmmaking, and the ways in which the Potter consumer campaign has changed ideas about literature and reading.",1859846661,9781859846667.0,Fantasy
nmXTy4FPfcwC,eUsHdtwhRDw,Harry Potter and the Chamber of Secrets,J. K. Rowling,1999,"Witchcraft, wizardry - fiction.",260.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=nmXTy4FPfcwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=nmXTy4FPfcwC&q=harry+potter&dq=harry+potter&hl=&cd=7&source=gbs_api,"Witchcraft, wizardry - fiction.",1551922444,9781551922447.0,Fantasy
DKcWE3WXoj8C,g0MmlYa/lL0,Harry Potter and International Relations,"Daniel H. Nexon, Iver B. Neumann",2006,"Drawing on a range of historical and sociological sources, this work shows how aspects of Harry's world contain aspects of our own. It also includes chapters on the political economy of the franchise, and on the problems of studying popular culture.",262.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=DKcWE3WXoj8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=DKcWE3WXoj8C&printsec=frontcover&dq=harry+potter&hl=&cd=8&source=gbs_api,"Drawing on a range of historical and sociological sources, this work shows how aspects of Harry&#39;s world contain aspects of our own.",0742539598,9780742539594.0,Fantasy
JHEkAQAAMAAJ,sVI7aEp3W0A,Harry Potter and the Deathly Hallows,J. K. Rowling,2007,"""The final adventure in J.K. Rowling's phenomenal, best-selling Harry Potter book series""--Provided by publisher.",870.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=JHEkAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=JHEkAQAAMAAJ&q=harry+potter&dq=harry+potter&hl=&cd=9&source=gbs_api,"&quot;The final adventure in J.K. Rowling&#39;s phenomenal, best-selling Harry Potter book series&quot;--Provided by publisher.",,,Fantasy
BoX-6R21MgQC,QZCktXyY7Fs,The Psychology of Harry Potter,Neil Mulholland,2007-04-10,"Harry Potter has provided a portal to the wizarding world for millions of readers, but an examination of Harry, his friends and his enemies will take us on yet another journey: through the psyche of the Muggle (and wizard!) mind. The twists and turns of the series, as well as the psychological depth and complexity of J. K. Rowling’s characters, have kept fans enthralled with and puzzling over the many mysteries that permeate Hogwarts and beyond: • Do the Harry Potter books encourage disobedience? • Why is everyone so fascinated by Professor Lupin? • What exactly will Harry and his friends do when they finally pass those N.E.W.T.s? • Do even wizards live by the ticking of the clock? • Is Harry destined to end up alone? And why did it take Ron and Hermione so long to get together? Now, in The Psychology of Harry Potter, leading psychologists delve into the ultimate Chamber of Secrets, analyzing human mind and motivation by examining the themes and characters that make the Harry Potter books the bestselling fantasy series of all time. Grab a spot on the nearest couch, and settle in for some fresh revelations about our favorite young wizard!",338.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=BoX-6R21MgQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=BoX-6R21MgQC&printsec=frontcover&dq=harry+potter&hl=&cd=10&source=gbs_api,"Now, in The Psychology of Harry Potter, leading psychologists delve into the ultimate Chamber of Secrets, analyzing human mind and motivation by examining the themes and characters that make the Harry Potter books the bestselling fantasy ...",1935251376,9781935251378.0,Fantasy
IGvdhaVC5QwC,p5ED7SGEaHo,The Fellowship of the Ring,"John Ronald Reuel Tolkien, Christina Scull",2005,'The Fellowship of the Ring' is the first part of JRR Tolkien's epic masterpiece 'The Lord of the Rings'. This 50th anniversary edition features special packaging and includes the definitive edition of the text.|PB,571.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=IGvdhaVC5QwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=IGvdhaVC5QwC&dq=lord+of+the+rings&hl=&cd=1&source=gbs_api,&#39;The Fellowship of the Ring&#39; is the first part of JRR Tolkien&#39;s epic masterpiece &#39;The Lord of the Rings&#39;. This 50th anniversary edition features special packaging and includes the definitive edition of the text.|PB,0007203586,9780007203581.0,Fiction
Jelk7EMpA7sC,Vpj7XIlk/cI,The Lord of the Rings,John Ronald Reuel Tolkien,1991,"A beautiful illustrated boxed set collecting the two most popular Tolkien hardbacks -- the Centenary edition of The Lord of the Rings and the 60th Anniversary edition of The Hobbit, both illustrated by Alan Lee. Since they were first published, The Hobbit and The Lord of the Rings have been two books people have treasured. Steeped in unrivalled magic and otherworldliness, these works of sweeping fantasy have touched the hearts of young and old alike. Between them, nearly 100 million copies have been sold around the world. And no editions have proved more popular than the two that were illustrated by award-winning artist, Alan Lee -- the Centenary edition of The Lord of the Rings and the 60th Anniversary edition of The Hobbit. Now, for the first time, these two beautifully illustrated hardbacks have been collected together into one deluxe boxed set. Readers will be able to follow the complete story of the Hobbits and their part in the quest for the Ring -- beginning with Bilbo's fateful visit from Gandalf and culminating in the dramatic climax between Frodo and Gollum atop Mount Doom -- while also enjoying over seventy full-page colour paintings and numerous illustrations which acco",1193.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=Jelk7EMpA7sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=Jelk7EMpA7sC&q=lord+of+the+rings&dq=lord+of+the+rings&hl=&cd=2&source=gbs_api,"A beautiful illustrated boxed set collecting the two most popular Tolkien hardbacks -- the Centenary edition of The Lord of the Rings and the 60th Anniversary edition of The Hobbit, both illustrated by Alan Lee.",0261102435,9780261102439.0,Fantasy
FKziXsnqLTEC,gz3XDH0u4Zc,"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,2009-04-20,"All three parts of the epic masterpiece The Lord of the Rings – The Fellowship of the Ring, The Two Towers & The Return of the King – available as one download, featuring the definitive edition of the text, hyperlinked footnotes and page references, and 3 maps including a detailed map of Middle-earth.",1227.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=FKziXsnqLTEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=FKziXsnqLTEC&printsec=frontcover&dq=lord+of+the+rings&hl=&cd=3&source=gbs_api,"All three parts of the epic masterpiece The Lord of the Rings – The Fellowship of the Ring, The Two Towers &amp; The Return of the King – available as one download, featuring the definitive edition of the text, hyperlinked footnotes and ...",0007322593,9780007322596.0,Fiction
I8mxughWAOEC,dMWlbdvjeaI,The Lord of the Rings,Ernest Mathijs,2006,"Bringing together leading scholars in the fields of media and film studies to explore the various strategies and implications underlying the global presence of 'Lord of the Rings', this book covers different national contexts and presents a lively and diverse combination of textual, historical and empirical study.",368.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=I8mxughWAOEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=I8mxughWAOEC&printsec=frontcover&dq=lord+of+the+rings&hl=&cd=4&source=gbs_api,"Bringing together leading scholars in the fields of media and film studies to explore the various strategies and implications underlying the global presence of &#39;Lord of the Rings&#39;, this book covers different national contexts and presents a ...",1904764827,9781904764823.0,Fiction
xFr92V2k3PIC,6CtyAZbWI+Y,"The Fellowship of the Ring (The Lord of the Rings, Book 1)",J. R. R. Tolkien,2009-04-20,The first part of J. R. R. Tolkien’s epic adventure THE LORD OF THE RINGS ‘A most remarkable feat’ Guardian,442.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=xFr92V2k3PIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=xFr92V2k3PIC&printsec=frontcover&dq=lord+of+the+rings&hl=&cd=5&source=gbs_api,The first part of J. R. R. Tolkien’s epic adventure THE LORD OF THE RINGS ‘A most remarkable feat’ Guardian,0007322496,9780007322497.0,Adventure
0CFAjgEACAAJ,zV7tvf5gyIA,The Lord of the Rings,J. R. R. Tolkien,2005-06,"Contains the fiftieth anniversay edition of all three volumes of J.R.R. Tolkien's classic ""Lord of the Rings,"" and includes textual notes, reference materials, and index.",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=0CFAjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=0CFAjgEACAAJ&dq=lord+of+the+rings&hl=&cd=6&source=gbs_api,"Contains the fiftieth anniversay edition of all three volumes of J.R.R. Tolkien&#39;s classic &quot;Lord of the Rings,&quot; and includes textual notes, reference materials, and index.",0618574999,9780618574995.0,Fiction
GyrbDwAAQBAJ,mByAbRu09IE,The Lord of the Rings#1: Sembilan Pembawa Cincin (The Lord of the Rings Fellowship),J.R.R. Tolkien,2020-04-06,"Di sebuah desa yang tenang di Shire, seorang hobbit muda bernama Frodo Baggins mendapat warisan cincin bertuah yang menyimpan kekuatan dahsyat. Agar cincin utama itu tidak jatuh ke tangan Sauron yang jahat, Frodo mesti mengadakan perjalanan panjang dan penuh bahaya ke gunung api di Mordor, untuk memusnahkan cincin tersebut. Bersama kedelapan sahabatnya, ia berangkat. Dipimpin oleh Gandalf sang penyihir, kesembilan pembawa cincin itu memulai perjalanan. Tapi Sauron dan para anak buahnya tidak tinggal diam.",512.0,BOOK,MATURE,http://books.google.com/books/content?id=GyrbDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,id,http://books.google.co.in/books?id=GyrbDwAAQBAJ&printsec=frontcover&dq=lord+of+the+rings&hl=&cd=7&source=gbs_api,"Di sebuah desa yang tenang di Shire, seorang hobbit muda bernama Frodo Baggins mendapat warisan cincin bertuah yang menyimpan kekuatan dahsyat.",6020615111,9786020615110.0,Fiction
WkGTEAAAQBAJ,DoSJ74+mvPU,The Fellowship of the Ring,J.R.R. Tolkien,1986-08-12,"The opening novel of The Lord of the Rings—the greatest fantasy epic of all time—which continues in The Two Towers and The Return of the King. Nominated as one of America’s best-loved novels by PBS’s The Great American Read The dark, fearsome Ringwraiths are searching for a Hobbit. Frodo Baggins knows that they are seeking him and the Ring he bears—the Ring of Power that will enable evil Sauron to destroy all that is good in Middle-earth. Now it is up to Frodo and his faithful servant, Sam, with a small band of companions, to carry the Ring to the one place it can be destroyed: Mount Doom, in the very center of Sauron’s realm.",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=WkGTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=WkGTEAAAQBAJ&dq=lord+of+the+rings&hl=&cd=8&source=gbs_api,The opening novel of The Lord of the Rings—the greatest fantasy epic of all time—which continues in The Two Towers and The Return of the King.,0345339703,9780345339706.0,Fiction
xsOhPwAACAAJ,6Q21AXaSahE,The Two Towers,John Ronald Reuel Tolkien,2003,"Frodo and his Companions of the Ring have been beset by danger during their quest to prevent the Ruling Ring from falling into the hands of the Dark Lord by destroying it in the Cracks of Doom. They lost the wizard Gandalf in a battle in the Mines of Moria, and Boromir, seduced by the power of the Ring, tried to seize it by force. While Frodo and Sam made their escape, the rest of the company was attacked by Orcs. Now they continue the journey alone down the great River Anduin…alone, that is, save for the mysterious creeping figure that follows wehrever they go.",776.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=xsOhPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=xsOhPwAACAAJ&dq=lord+of+the+rings&hl=&cd=9&source=gbs_api,&quot;Frodo and his companions of the ring have been beset by danger during their quest to prevent the ruling ring from falling into the hands of the Dark Lord by destroying it in the Cracks of Doom.,159413006X,9781594130069.0,Adventure
ZcAlEAAAQBAJ,bQzq7l4BmKE,The Lord of the Rings Illustrated,J. R. R. Tolkien,2021-10-19,"A sumptuous slipcased edition of Tolkien's classic epic tale of adventure, fully illustrated in color by the author himself. This deluxe volume is quarterbound in leather and includes many special features unique to this edition. Since it was first published in 1954, The Lord of the Rings has been a book people have treasured. Steeped in unrivalled magic and otherworldliness, its sweeping fantasy and epic adventure has touched the hearts of young and old alike. Over 100 million copies of its many editions have been sold around the world, and occasional collectors' editions become prized and valuable items of publishing. This one-volume deluxe slipcased edition contains the complete text, fully corrected and reset, which is printed in red and black, and features thirty color illustrations, maps, and sketches drawn by Tolkien himself as he composed this epic work. These include the pages from the Book of Mazarbul, marvelous facsimiles created by Tolkien to accompany the famous ""Bridge of Khazad-dum"" chapter. Also appearing are two poster-size, fold-out maps revealing all the detail of Middle-earth. This very special deluxe edition is quarterbound in cloth and red leather, with raised ribs on the spine and stamped in two foils. The pages are edged in gold and contained within are special features unique to this edition.",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=ZcAlEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=ZcAlEAAAQBAJ&dq=lord+of+the+rings&hl=&cd=10&source=gbs_api,J.R.R. Tolkien&#39;s grand masterwork in a new hardcover illustrated with the art created by Tolkien himself as he envisioned Middle-earth,0358653037,9780358653035.0,Fantasy
Yz8Fnw0PlEQC,d5IW/qd5xYg,"The Hunger Games (Hunger Games, Book One)",Suzanne Collins,2009-09-01,"This Special Edition of The Hunger Games includes the most extensive interview Suzanne Collins has given since the publication of The Hunger Games; an absorbing behind-the-scenes look at the creation of the series; and an engaging archival conversation between Suzanne Collins and YA legend Walter Dean Myers on writing about war. The Special Edition answers many questions fans have had over the years, and gives great insight into the creation of this era-defining work. In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV.Sixteen-year-old Katniss Everdeen regards it as a death sentence when she steps forward to take her sister's place in the Games. But Katniss has been close to death before-and survival, for her, is second nature. Still, if she is to win, she will have to start making choices that weigh survival against humanity and life against love.",387.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=Yz8Fnw0PlEQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=Yz8Fnw0PlEQC&printsec=frontcover&dq=the+hunger+games&hl=&cd=1&source=gbs_api,This Special Edition of The Hunger Games includes the most extensive interview Suzanne Collins has given since the publication of The Hunger Games; an absorbing behind-the-scenes look at the creation of the series; and an engaging archival ...,0545229936,9780545229937.0,Adventure
zM-vZ-JiSFYC,1n6s0X+vyFk,The Hunger Games Trilogy,Suzanne Collins,2011-05-01,"The stunning Hunger Games trilogy is complete! The extraordinary, ground breaking New York Times bestsellers The Hunger Games and Catching Fire, along with the third book in The Hunger Games trilogy by Suzanne Collins, Mockingjay, are available for the first time ever in e-book. Stunning, gripping, and powerful.",1485.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=zM-vZ-JiSFYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=zM-vZ-JiSFYC&printsec=frontcover&dq=the+hunger+games&hl=&cd=2&source=gbs_api,"The extraordinary, ground breaking New York Times bestsellers The Hunger Games and Catching Fire, along with the third book in The Hunger Games trilogy by Suzanne Collins, Mockingjay, are available for the first time ever in e-book.",0545387205,9780545387200.0,Fiction
_zSzAwAAQBAJ,ndYQ0gds4o8,The Hunger Games,Suzanne Collins,2011-12,"First in the ground-breaking HUNGER GAMES trilogy. In a vision of the near future, a terrifying reality TV show is taking place. Twelve boys and twelve girls are forced to appear in a live event called The Hunger Games. There is only one rule: kill or be killed. But Katniss has been close to death before. For her, survival is second nature.",302.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=_zSzAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=_zSzAwAAQBAJ&printsec=frontcover&dq=the+hunger+games&hl=&cd=3&source=gbs_api,"First in the ground-breaking HUNGER GAMES trilogy. In a vision of the near future, a terrifying reality TV show is taking place. Twelve boys and twelve girls are forced to appear in a live event called The Hunger Games.",1407133179,9781407133171.0,Fiction
NrahDwAAQBAJ,1ASarT2gsYM,The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,2020-05-19,"Ambition will fuel him. Competition will drive him. But power has its price. It is the morning of the reaping that will kick off the tenth annual Hunger Games. In the Capitol, eighteen-year-old Coriolanus Snow is preparing for his one shot at glory as a mentor in the Games. The once-mighty house of Snow has fallen on hard times, its fate hanging on the slender chance that Coriolanus will be able to outcharm, outwit, and outmaneuver his fellow students to mentor the winning tribute. The odds are against him. He's been given the humiliating assignment of mentoring the female tribute from District 12, the lowest of the low. Their fates are now completely intertwined - every choice Coriolanus makes could lead to favor or failure, triumph or ruin. Inside the arena, it will be a fight to the death. Outside the arena, Coriolanus starts to feel for his doomed tribute . . . and must weigh his need to follow the rules against his desire to survive no matter what it takes.",747.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=NrahDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=NrahDwAAQBAJ&printsec=frontcover&dq=the+hunger+games&hl=&cd=4&source=gbs_api,Ambition will fuel him.,1338635182,9781338635188.0,Fiction
WXVGBAAAQBAJ,4RxCmdQknY8,The World of the Hunger Games,Kate Egan,2012-03-24,"Welcome to Panem, the world of The Hunger Games. This is the definitive, richly illustrated, full-colour guide to all the districts of Panem, all the participants in The Hunger Games, and the life and home of Katniss Everdeen. A must-have for fans of both the Hunger Games novels and the new Hunger Games film.",154.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=WXVGBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=WXVGBAAAQBAJ&printsec=frontcover&dq=the+hunger+games&hl=&cd=5&source=gbs_api,"Welcome to Panem, the world of The Hunger Games. This is the definitive, richly illustrated, full-colour guide to all the districts of Panem, all the participants in The Hunger Games, and the life and home of Katniss Everdeen.",1407134744,9781407134741.0,Fiction
jEFXzQEACAAJ,0uSt5wt4GVM,The Hunger Games,Suzanne Collins,2020,"This beautiful hardcover box set includes all three books in Suzanne Collins's internationally bestselling Hunger Games trilogy together with The Ballad of Songbirds and Snakes. In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV...And the odds are against all who play. With all four of Suzanne Collins's Hunger Games novels in one box set, you can step into the world of Panem with the 10th annual Hunger Games, and continue all the way to the electrifying conclusion.",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=jEFXzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=jEFXzQEACAAJ&dq=the+hunger+games&hl=&cd=6&source=gbs_api,"With all four of Suzanne Collins&#39;s Hunger Games novels in one box set, you can step into the world of Panem with the 10th annual Hunger Games, and continue all the way to the electrifying conclusion.",1338686534,9781338686531.0,Fiction
FN5wMOZKTYMC,LC5n24YQlPI,"Catching Fire (Hunger Games, Book Two)",Suzanne Collins,2010-06-01,"The second book in Suzanne Collins's phenomenal and worldwide bestselling Hunger Games trilogy. Against all odds, Katniss Everdeen has won the annual Hunger Games with fellow district tribute Peeta Mellark. But it was a victory won by defiance of the Capitol and their harsh rules. Katniss and Peeta should be happy. After all, they have just won for themselves and their families a life of safety and plenty. But there are rumors of rebellion among the subjects, and Katniss and Peeta, to their horror, are the faces of that rebellion. The Capitol is angry. The Capitol wants revenge.",402.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=FN5wMOZKTYMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=FN5wMOZKTYMC&printsec=frontcover&dq=the+hunger+games&hl=&cd=7&source=gbs_api,The second book in Suzanne Collins&#39;s phenomenal and worldwide bestselling Hunger Games trilogy.,0545227240,9780545227247.0,Fiction
Iw_gHtk4ghYC,z/bV1Kp6ZL0,"Mockingjay (Hunger Games, Book Three)",Suzanne Collins,2010-08-24,"The greatly anticipated final book in the New York Times bestselling Hunger Games trilogy by Suzanne Collins. The greatly anticipated final book in the New York Times bestselling Hunger Games trilogy by Suzanne Collins.The Capitol is angry. The Capitol wants revenge. Who do they think should pay for the unrest? Katniss Everdeen. The final book in The Hunger Games trilogy by Suzanne Collins will have hearts racing, pages turning, and everyone talking about one of the biggest and most talked-about books and authors in recent publishing history!",402.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=Iw_gHtk4ghYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=Iw_gHtk4ghYC&printsec=frontcover&dq=the+hunger+games&hl=&cd=8&source=gbs_api,"Katniss Everdeen. The final book in The Hunger Games trilogy by Suzanne Collins will have hearts racing, pages turning, and everyone talking about one of the biggest and most talked-about books and authors in recent publishing history!",0545317800,9780545317801.0,Non-Fiction
TSSvFxYBu3MC,hg93ASyryWI,Approaching the Hunger Games Trilogy,Tom Henthorne,2012-07-26,"This book addresses Suzanne Collins's work from a number of literary and cultural perspectives in an effort to better understand both its significance and its appeal. It takes an interdisciplinary approach to the Hunger Games trilogy, drawing from literary studies, psychology, gender studies, media studies, philosophy, and cultural studies. An analytical rather than evaluative work, it dispenses with extended theoretical discussions and academic jargon. Assuming that readers are familiar with the entire trilogy, the book also avoids plot summary and character analysis, instead focusing on the significance of the story and its characters. It includes a biographical essay, glossaries, questions for further study, and an extensive bibliography. Instructors considering this book for use in a course may request an examination copy here.",203.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=TSSvFxYBu3MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=TSSvFxYBu3MC&printsec=frontcover&dq=the+hunger+games&hl=&cd=9&source=gbs_api,This book addresses Suzanne Collins&#39;s work from a number of literary and cultural perspectives in an effort to better understand both its significance and its appeal.,0786468645,9780786468645.0,Non-Fiction
